page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year
1095,Ares ,\/Ares_(Earth-616),Secret Identity,Neutral,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,236,Apr-49,1949
2523,Sersi ,\/Sersi_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,236,Sep-76,1976
2617,Guido Carosella ,\/Guido_Carosella_(Earth-616),Secret Identity,Neutral,Brown Eyes,Bald,Male,NA,Living Characters,236,Jul-85,1985
1533,Zabu ,\/Zabu_(Earth-616),Public Identity,Good,Green Eyes,Orange Hair,Male,NA,Living Characters,234,Mar-65,1965
2186,Michael Morbius ,\/Michael_Morbius_(Earth-616),Secret Identity,Neutral,Red Eyes,Black Hair,Male,NA,Living Characters,231,Oct-71,1971
2353,Julio Richter ,\/Julio_Richter_(Earth-616),Secret Identity,Good,Brown Eyes,Brown Hair,Male,Homosexual Characters,Living Characters,231,Jun-87,1987
15511,Phoenix Force ,\/Phoenix_Force_(Earth-616),Secret Identity,Neutral,NA,No Hair,NA,NA,Deceased Characters,229,Oct-76,1976
15907,Megan Gwynn ,\/Megan_Gwynn_(Earth-616),Public Identity,Good,Black Eyeballs,Pink Hair,Female,NA,Living Characters,229,Nov-04,2004
2724,Kyle Richmond ,\/Kyle_Richmond_(Earth-616),Secret Identity,Good,Brown Eyes,Auburn Hair,Male,NA,Living Characters,227,Oct-69,1969
1911,Karen Page ,\/Karen_Page_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,226,Apr-64,1964
1336,Tyrone Johnson ,\/Tyrone_Johnson_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,226,Mar-82,1982
1503,Maxwell Dillon ,\/Maxwell_Dillon_(Earth-616),Public Identity,Bad,Blue Eyes,Auburn Hair,Male,NA,Living Characters,225,Feb-64,1964
1356,Valerie Cooper ,\/Valerie_Cooper_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,225,Dec-83,1983
8844,Anna May ,\/Anna_May_(Earth-616),No Dual Identity,Good,Blue Eyes,White Hair,Female,NA,Living Characters,224,Aug-64,1964
1471,Vlad Dracula ,\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad,Red Eyes,White Hair,Male,NA,Living Characters,223,Mar-51,1951
1389,Tandy Bowen ,\/Tandy_Bowen_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,222,Mar-82,1982
2054,Monet St. Croix ,\/Monet_St._Croix_(Earth-616),No Dual Identity,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,221,Nov-94,1994
1684,Gamora ,\/Gamora_(Earth-616),No Dual Identity,Neutral,Yellow Eyes,Black Hair,Female,NA,Living Characters,218,Jun-75,1975
10174,Amara Aquilla ,\/Amara_Aquilla_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,217,Oct-83,1983
2590,Julia Carpenter ,\/Julia_Carpenter_(Earth-616),Secret Identity,Good,Blue Eyes,Strawberry Blond Hair,Female,NA,Living Characters,212,Oct-84,1984
1654,Jane Foster ,\/Jane_Foster_(Earth-616),No Dual Identity,Good,Blue Eyes,Brown Hair,Female,NA,Living Characters,211,Sep-62,1962
2482,Mortimer Toynbee ,\/Mortimer_Toynbee_(Earth-616),Secret Identity,Neutral,Black Eyes,Brown Hair,Male,NA,Living Characters,210,Mar-64,1964
1080,Scott Lang ,\/Scott_Lang_(Earth-616),Public Identity,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Living Characters,209,Mar-79,1979
1840,Paige Guthrie ,\/Paige_Guthrie_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,207,Nov-84,1984
8648,Benjamin Parker ,\/Benjamin_Parker_(Earth-616),No Dual Identity,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,205,Aug-62,1962
1117,Erik Josten ,\/Erik_Josten_(Earth-616),Secret Identity,Good,Brown Eyes,Red Hair,Male,NA,Living Characters,204,Oct-65,1965
1122,Jeanne-Marie Beaubier ,\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,203,Apr-79,1979
1027,Carl Creel ,\/Carl_Creel_(Earth-616),Public Identity,Bad,Blue Eyes,Bald,Male,NA,Living Characters,202,Apr-64,1964
18854,Gloria Grant ,\/Gloria_Grant_(Earth-616),No Dual Identity,NA,Brown Eyes,Black Hair,Female,NA,Living Characters,202,Jan-75,1975
2528,Michael Twoyoungmen ,\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,200,Apr-79,1979
119275,Hope Summers ,\/Hope_Summers_(Earth-616),Secret Identity,Good,Green Eyes,Red Hair,Female,NA,Living Characters,200,Jan-08,2008
2470,Eric Masterson ,\/Eric_Masterson_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,198,May-88,1988
1544,Alexander Power ,\/Alexander_Power_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,197,Aug-84,1984
2501,Matthew Hawk ,\/Matthew_Hawk_(Earth-616),Secret Identity,Good,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,195,Nov-62,1962
1888,Jessica Jones ,\/Jessica_Jones_(Earth-616),No Dual Identity,Good,Brown Eyes,Brown Hair,Female,NA,Living Characters,195,Sep-63,1963
1215,Frederick Dukes ,\/Frederick_Dukes_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,194,Jan-64,1964
1204,Eric Brooks ,\/Eric_Brooks_(Earth-616),Public Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,194,Jul-73,1973
1523,Eros ,\/Eros_(Earth-616),Public Identity,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,193,Feb-73,1973
1232,Madison Jeffries ,\/Madison_Jeffries_(Earth-616),No Dual Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,193,Aug-83,1983
2099,Mandarin ,\/Mandarin_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,NA,Deceased Characters,190,Feb-64,1964
2006,The Wizard ,\/The_Wizard_(Earth-616),Public Identity,Bad,Hazel Eyes,Brown Hair,Male,NA,Living Characters,189,Nov-62,1962
51769,Akihiro ,\/Akihiro_(Earth-616),Secret Identity,Bad,Blue Eyes,Black Hair,Male,Bisexual Characters,Living Characters,189,Oct-06,2006
1943,Sergei Kravinoff ,\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad,Brown Eyes,Black Hair,Male,NA,Deceased Characters,188,Aug-64,1964
1315,Jonothon Starsmore ,\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,187,Nov-94,1994
1142,Helmut Zemo ,\/Helmut_Zemo_(Earth-616),Public Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,184,Dec-73,1973
15901,Victor Borkowski ,\/Victor_Borkowski_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,Homosexual Characters,Living Characters,184,Aug-03,2003
4368,Edward Leeds ,\/Edward_Leeds_(Earth-616),Secret Identity,Neutral,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,181,Nov-64,1964
1576,Ultron ,\/Ultron_(Earth-616),No Dual Identity,Bad,Red Eyes,No Hair,Male,NA,Deceased Characters,181,Jul-68,1968
1386,Douglas Ramsey ,\/Douglas_Ramsey_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,181,Mar-84,1984
2715,Quentin Beck ,\/Quentin_Beck_(Earth-616),Secret Identity,Bad,Blue Eyes,Bald,Male,NA,Living Characters,180,Jun-64,1964
1822,Herbert Wyndham ,\/Herbert_Wyndham_(Earth-616),Secret Identity,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,179,Nov-66,1966
39324,Julian Keller ,\/Julian_Keller_(Earth-616),Public Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,179,Aug-03,2003
1981,Jack Russell ,\/Jack_Russell_(Earth-616),Secret Identity,Good,Blue Eyes,Red Hair,Male,NA,Living Characters,178,Feb-72,1972
39972,Celeste Cuckoo ,\/Celeste_Cuckoo_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,177,Nov-01,2001
1354,Valentina Allegra de Fontaine ,\/Valentina_Allegra_de_Fontaine_(Earth-616),Secret Identity,Neutral,Blue Eyes,Black Hair,Female,NA,Living Characters,176,Aug-67,1967
2065,Ophelia Sarkissian ,\/Ophelia_Sarkissian_(Earth-616),Secret Identity,Bad,Green Eyes,Black Hair,Female,NA,Living Characters,175,Feb-69,1969
1344,Colleen Wing ,\/Colleen_Wing_(Earth-616),Public Identity,Good,Blue Eyes,Auburn Hair,Female,NA,Living Characters,175,Nov-74,1974
57563,Irma Cuckoo ,\/Irma_Cuckoo_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,175,Nov-01,2001
1184,Sebastian Shaw ,\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,174,Jan-80,1980
57564,Phoebe Cuckoo ,\/Phoebe_Cuckoo_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,174,Nov-01,2001
2376,Sage ,\/Sage_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,172,Apr-80,1980
2115,Valeria Richards ,\/Valeria_Richards_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,171,Feb-02,2002
194870,Donald Blake ,\/Donald_Blake_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Male,NA,Living Characters,170,Aug-62,1962
1809,Hela ,\/Hela_(Earth-616),Secret Identity,Bad,Green Eyes,Black Hair,Female,NA,Deceased Characters,170,Mar-64,1964
2024,Lilandra Neramani ,\/Lilandra_Neramani_(Earth-616),No Dual Identity,Good,Orange Eyes,Black Hair,Female,NA,Deceased Characters,170,Feb-76,1976
1760,Henry Gyrich ,\/Henry_Gyrich_(Earth-616),No Dual Identity,Bad,Green Eyes,Red Hair,Male,NA,Living Characters,170,Nov-77,1977
4877,Dwayne Taylor ,\/Dwayne_Taylor_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,NA,Deceased Characters,169,Dec-89,1989
7975,Harold Hogan ,\/Harold_Hogan_(Earth-616),No Dual Identity,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,166,Sep-63,1963
15257,Redwing ,\/Redwing_(Earth-616),Public Identity,NA,Yellow Eyes,NA,Male,NA,Living Characters,165,Sep-69,1969
1399,Christopher Powell ,\/Christopher_Powell_(Earth-616),Secret Identity,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,165,Mar-91,1991
2178,Harvey Elder ,\/Harvey_Elder_(Earth-616),Secret Identity,Bad,Brown Eyes,Grey Hair,Male,NA,Living Characters,164,Nov-61,1961
1140,Wolfgang von Strucker ,\/Wolfgang_von_Strucker_(Earth-616),Public Identity,Bad,Blue Eyes,Bald,Male,NA,Deceased Characters,164,Jan-64,1964
2015,Dirk Garthwaite ,\/Dirk_Garthwaite_(Earth-616),Secret Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,164,Jan-68,1968
2271,Pip Gofern ,\/Pip_Gofern_(Earth-616),Secret Identity,Good,Green Eyes,Red Hair,Male,NA,Living Characters,163,Apr-75,1975
2428,Tony Masters ,\/Tony_Masters_(Earth-616),Secret Identity,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,163,May-80,1980
19592,David Lieberman ,\/David_Lieberman_(Earth-616),Secret Identity,Neutral,Green Eyes,Brown Hair,Male,NA,Deceased Characters,163,Nov-87,1987
1756,James Hudson ,\/James_Hudson_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Male,NA,Living Characters,161,Feb-78,1978
1874,Miles Warren ,\/Miles_Warren_(Earth-616),Secret Identity,Bad,Green Eyes,No Hair,Male,NA,Living Characters,160,Dec-65,1965
1715,Kallark ,\/Kallark_(Earth-616),Public Identity,Neutral,Blue Eyes,Blue Hair,Male,NA,Living Characters,160,Oct-77,1977
1084,En Sabah Nur ,\/En_Sabah_Nur_(Earth-616),Public Identity,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,160,Jun-86,1986
2624,Shiro Yoshida ,\/Shiro_Yoshida_(Earth-616),Public Identity,Good,Black Eyes,Black Hair,Male,NA,Living Characters,158,Jan-70,1970
2554,Silver Sablinova ,\/Silver_Sablinova_(Earth-616),Secret Identity,Good,Blue Eyes,Silver Hair,Female,NA,Deceased Characters,158,Jun-85,1985
5398,Elvin Haliday ,\/Elvin_Haliday_(Earth-616),Secret Identity,Good,Brown Eyes,Bald,Male,NA,Living Characters,158,Nov-90,1990
25255,James Bradley ,\/James_Bradley_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,158,NA,NA
2168,Calvin Zabo ,\/Calvin_Zabo_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,157,Dec-63,1963
1226,Frederick Myers ,\/Frederick_Myers_(Earth-616),Secret Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,157,Jul-66,1966
2105,Mantis ,\/Mantis_(Earth-616),Secret Identity,Good,Green Eyes,Black Hair,Female,NA,Living Characters,156,Jun-73,1973
1057,Marlene Alraune ,\/Marlene_Alraune_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,156,Jun-76,1976
1435,Rachel Leighton ,\/Rachel_Leighton_(Earth-616),Secret Identity,Good,Green Eyes,Brown Hair,Female,NA,Living Characters,156,Oct-85,1985
119342,Veranke ,\/Veranke_(Earth-616),No Dual Identity,Bad,Green Eyes,Green Hair,Female,NA,Deceased Characters,156,Jan-05,2005
2170,Nathaniel Essex ,\/Nathaniel_Essex_(Earth-616),Secret Identity,Bad,Red Eyes,Black Hair,Male,NA,Living Characters,155,Sep-87,1987
1450,Anthony Druid ,\/Anthony_Druid_(Earth-616),Public Identity,Good,Green Eyes,Black Hair,Male,NA,Deceased Characters,153,Jun-61,1961
68280,Cassandra Lang ,\/Cassandra_Lang_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Female,NA,Deceased Characters,153,Apr-79,1979
1163,Beta Ray Bill ,\/Beta_Ray_Bill_(Earth-616),No Dual Identity,Good,White Eyes,No Hair,Male,NA,Living Characters,153,Nov-83,1983
1958,Samuel Sterns ,\/Samuel_Sterns_(Earth-616),Public Identity,Bad,Red Eyes,Black Hair,Male,NA,Deceased Characters,152,Dec-64,1964
1961,Leech ,\/Leech_(Earth-616),Secret Identity,Good,White Eyes,No Hair,Male,NA,Living Characters,152,Mar-84,1984
2422,Glenn Talbot ,\/Glenn_Talbot_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Brown Hair,Male,NA,Deceased Characters,151,Nov-64,1964
15209,Bug ,\/Bug_(Earth-616),Public Identity,Good,Yellow Eyes,Green Hair,Male,NA,Living Characters,151,Jan-79,1979
2494,Peter Petruski ,\/Peter_Petruski_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Living Characters,150,Jan-63,1963
2023,Julie Power ,\/Julie_Power_(Earth-616),Secret Identity,Good,Blue Eyes,Strawberry Blond Hair,Female,Pansexual Characters,Living Characters,150,Aug-84,1984
2067,Giuletta Nefaria ,\/Giuletta_Nefaria_(Earth-616),Secret Identity,Bad,Grey Eyes,Black Hair,Female,NA,Living Characters,149,Jan-68,1968
41613,Robert Ralston ,\/Robert_Ralston_(Earth-616),No Dual Identity,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,148,May-63,1963
79494,Maximus ,\/Maximus_(Earth-616),Secret Identity,Neutral,Blue Eyes,Black Hair,Male,NA,Living Characters,147,Feb-66,1966
1287,Genis-Vell ,\/Genis-Vell_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,147,Oct-93,1993
16501,Hisako Ichiki ,\/Hisako_Ichiki_(Earth-616),Secret Identity,Good,Black Eyes,Black Hair,Female,NA,Living Characters,147,Oct-04,2004
1316,Dmitri Smerdyakov ,\/Dmitri_Smerdyakov_(Earth-616),Secret Identity,Bad,Variable Eyes,Variable Hair,Male,NA,Living Characters,146,Mar-63,1963
9967,Eliot Franklin (Thunderball) ,\/Eliot_Franklin_(Thunderball)_(Earth-616),Public Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,146,Nov-74,1974
2058,X-51 ,\/X-51_(Earth-616),Known to Authorities Identity,Good,Red Eyes,Black Hair,Male,NA,Living Characters,146,Jul-77,1977
2072,Madelyne Pryor ,\/Madelyne_Pryor_(Earth-616),Public Identity,Bad,Green Eyes,Red Hair,Female,NA,Living Characters,146,Apr-83,1983
101355,Adolf Hitler ,\/Adolf_Hitler_(Earth-616),No Dual Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,145,Sep-40,1940
2543,Herman Schultz ,\/Herman_Schultz_(Earth-616),Public Identity,Bad,Brown Eyes,Brown Hair,Male,NA,Living Characters,145,Mar-67,1967
9819,Noriko Ashida ,\/Noriko_Ashida_(Earth-616),Secret Identity,Good,Brown Eyes,Black Hair,Female,NA,Living Characters,145,Jan-04,2004
2320,Chen Lu ,\/Chen_Lu_(Earth-616),Secret Identity,Bad,Brown Eyes,Bald,Male,NA,Living Characters,144,Jun-63,1963
1933,Ulysses Klaw ,\/Ulysses_Klaw_(Earth-616),Public Identity,Bad,Red Eyes,Bald,Male,NA,Deceased Characters,143,Aug-66,1966
15904,Cessily Kincaid ,\/Cessily_Kincaid_(Earth-616),Secret Identity,Good,Silver Eyes,Red Hair,Female,NA,Living Characters,143,Aug-03,2003
5592,Kyle Gibney ,\/Kyle_Gibney_(Earth-616),Secret Identity,Neutral,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,142,Aug-83,1983
2727,Jack Monroe ,\/Jack_Monroe_(Earth-616),Public Identity,Good,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,141,Dec-53,1953
2164,Madeline Joyce ,\/Madeline_Joyce_(Earth-616),Secret Identity,Good,Blue Eyes,Brown Hair,Female,NA,Deceased Characters,140,Nov-43,1943
2175,George Tarleton ,\/George_Tarleton_(Earth-616),Public Identity,Bad,White Eyes,Brown Hair,Male,NA,Living Characters,140,Sep-67,1967
1891,Jocasta ,\/Jocasta_(Earth-616),No Dual Identity,Good,Red Eyes,No Hair,Female,NA,Living Characters,140,Aug-77,1977
2003,Peter Wisdom ,\/Peter_Wisdom_(Earth-616),No Dual Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,140,Feb-95,1995
10309,Jeffrey Mace ,\/Jeffrey_Mace_(Earth-616),Secret Identity,Good,Blue Eyes,Black Hair,Male,NA,Deceased Characters,139,Dec-40,1940
39133,Aquaria Neptunia ,\/Aquaria_Neptunia_(Earth-616),Secret Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,139,May-47,1947
1475,Dragon Man ,\/Dragon_Man_(Earth-616),No Dual Identity,Good,Grey Eyes,No Hair,Male,NA,Living Characters,139,Feb-65,1965
2577,Narya ,\/Narya_(Earth-616),Secret Identity,Good,White Eyes,Blond Hair,Female,NA,Living Characters,138,Apr-79,1979
7991,Burglar ,\/Burglar_(Earth-616),Public Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,137,Aug-62,1962
83811,Dino Manelli ,\/Dino_Manelli_(Earth-616),Public Identity,Good,NA,Black Hair,Male,NA,Deceased Characters,137,May-63,1963
1904,Peter Parker (Kaine) ,\/Peter_Parker_(Kaine)_(Earth-616),Secret Identity,Good,Hazel Eyes,Brown Hair,Male,NA,Living Characters,137,Dec-94,1994
2225,Nightmare ,\/Nightmare_(Earth-616),Secret Identity,Bad,Black Eyes,Black Hair,Male,NA,Living Characters,136,Jul-63,1963
2362,Ronan ,\/Ronan_(Earth-616),No Dual Identity,Neutral,Blue Eyes,Brown Hair,Male,NA,Living Characters,136,Aug-67,1967
1071,Thomas Halloway ,\/Thomas_Halloway_(Earth-616),Public Identity,Good,Brown Eyes,White Hair,Male,NA,Living Characters,135,Oct-39,1939
18135,Jasper Sitwell ,\/Jasper_Sitwell_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Male,NA,Deceased Characters,134,May-66,1966
1352,Frank Payne ,\/Frank_Payne_(Earth-616),Secret Identity,Neutral,NA,Bald,Male,NA,Living Characters,134,Jun-77,1977
2245,Paladin ,\/Paladin_(Earth-616),Secret Identity,Neutral,Brown Eyes,Brown Hair,Male,NA,Living Characters,134,Jan-78,1978
535259,Steel ,\/Steel_(Earth-616),Public Identity,Good,NA,White Hair,Male,NA,Living Characters,134,NA,NA
2061,Mad Thinker ,\/Mad_Thinker_(Earth-616),Secret Identity,Bad,Blue Eyes,Brown Hair,Male,NA,Living Characters,133,Jun-63,1963
2737,Brian Calusky ,\/Brian_Calusky_(Earth-616),Public Identity,Bad,Blue Eyes,Blond Hair,Male,NA,Living Characters,133,Nov-74,1974
2064,Arthur Maddicks ,\/Arthur_Maddicks_(Earth-616),No Dual Identity,Good,White Eyes,No Hair,Male,NA,Living Characters,133,Mar-86,1986
18656,Hedy Wolfe ,\/Hedy_Wolfe_(Earth-616),No Dual Identity,NA,Hazel Eyes,Black Hair,Female,NA,Living Characters,132,Nov-44,1944
18275,Isadore Cohen ,\/Isadore_Cohen_(Earth-616),Public Identity,Good,NA,NA,Male,NA,Living Characters,132,May-63,1963
1464,Dormammu ,\/Dormammu_(Earth-616),No Dual Identity,Bad,Yellow Eyes,No Hair,Male,NA,Living Characters,132,Nov-64,1964
2088,Makkari ,\/Makkari_(Earth-616),Secret Identity,Good,Blue Eyes,Strawberry Blond Hair,Male,NA,Living Characters,131,Aug-40,1940
18271,Marlo Chandler ,\/Marlo_Chandler_(Earth-616),Public Identity,Good,Blue Eyes,Red Hair,Female,Bisexual Characters,Living Characters,131,Sep-88,1988
45178,Percival Pinkerton ,\/Percival_Pinkerton_(Earth-616),Public Identity,Good,Brown Eyes,Grey Hair,Male,NA,Deceased Characters,130,Jul-64,1964
7127,Quintavius Quire ,\/Quintavius_Quire_(Earth-616),Public Identity,Good,Brown Eyes,Brown Hair,Male,NA,Living Characters,130,Jan-03,2003
1881,Marla Madison ,\/Marla_Madison_(Earth-616),No Dual Identity,NA,Brown Eyes,Brown Hair,Female,NA,Deceased Characters,129,Nov-76,1976
37620,Cletus Kasady ,\/Cletus_Kasady_(Earth-616),Public Identity,Bad,Green Eyes,No Hair,Male,NA,Living Characters,129,Feb-91,1991
10485,Supreme Intelligence ,\/Supreme_Intelligence_(Earth-616),No Dual Identity,Neutral,Yellow Eyes,Green Hair,Male,NA,Living Characters,128,Aug-67,1967
1090,Aragorn ,\/Aragorn_(Earth-616),No Dual Identity,Good,Brown Eyes,White Hair,Male,NA,Living Characters,128,Jan-68,1968
16003,Betty Dean ,\/Betty_Dean_(Earth-616),No Dual Identity,Good,Blue Eyes,White Hair,Female,NA,Deceased Characters,127,Jan-40,1940
1916,Karnilla ,\/Karnilla_(Earth-616),Secret Identity,Neutral,Purple Eyes,Black Hair,Female,NA,Living Characters,127,Aug-64,1964
2596,Jacqueline Falsworth ,\/Jacqueline_Falsworth_(Earth-616),Public Identity,Good,Blue Eyes,Blond Hair,Female,NA,Living Characters,127,Jul-76,1976
1267,Caliban ,\/Caliban_(Earth-616),Secret Identity,Good,Black Eyes,No Hair,Male,NA,Deceased Characters,127,Aug-81,1981
1686,Isaac Christians ,\/Isaac_Christians_(Earth-616),Public Identity,Good,Blue Eyes,Black Hair,Male,NA,Living Characters,127,Apr-81,1981
4011,Brock Rumlow ,\/Brock_Rumlow_(Earth-616),Secret Identity,Bad,Brown Eyes,Black Hair,Male,NA,Living Characters,126,Oct-89,1989
2434,Paul Norbert Ebersol ,\/Paul_Norbert_Ebersol_(Earth-616),Secret Identity,Neutral,Brown Eyes,Black Hair,Male,NA,Deceased Characters,125,Feb-66,1966
1078,Annihilus ,\/Annihilus_(Earth-616),No Dual Identity,Neutral,Green Eyes,No Hair,Male,NA,Living Characters,125,Nov-68,1968
43031,Red Sonja ,\/Red_Sonja_(Earth-616),Public Identity,Good,Brown Eyes,Red Hair,Female,NA,Deceased Characters,125,Feb-73,1973
1876,Jonathan Hart ,\/Jonathan_Hart_(Earth-616),Public Identity,Good,Blue Eyes,Brown Hair,Male,NA,Living Characters,125,Mar-76,1976
22326,Bambina Arbogast ,\/Bambina_Arbogast_(Earth-616),No Dual Identity,Good,Blue Eyes,Black Hair,Female,NA,Living Characters,125,Jan-79,1979
