EntryID,LemmaID,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreqZ(native),SignFrequency(N-Native),PercentUnknown(Native),GlossConfirmation,PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),SubtLexUSLog10WF,LexicalClass,Compound,Initialized,FingerspelledLoanSign,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),SignType,MajorLocation,MinorLocation,SelectedFingers,Flexion,Movement,MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,SignTypeFrequency,MajorLocationFrequency,MinorLocationFrequency,SelectedFingersFrequency,FlexionFrequency,MovementFrequency,HandshapeFrequency,,Batch,Item,List,Repeat.1
misunderstand,misunderstand,4.533,1.432,0.131014077,30,0.00%,4.556,1.423,0.060227103,18,0.00%,0,,,2.889,2.075,-0.056,36,2.44,Verb,0,0,0,500.5,967.63,467.13,1701.7,OneHanded,Head,Eye,im,1,None,774,51,9,388,300,61,129,487,180,66,,C,27,3,0
mock,mock,2.8,1.4,-0.866535091,30,0.00%,2.889,1.53,-0.90241369,18,0.00%,0,,,1.7,1.921,-0.599,30,2.439,Verb,0,0,0,367.03,967.63,600.6,1735.07,SymmetricalOrAlternating,Neutral,Neutral,ip,1,Straight,771,22,0,332,349,345,7,487,177,7,,C,15,1,0
monday,monday,5.69,1.466,0.766752437,29,3.33%,6.111,1.231,0.925462308,18,0.00%,0,,,1.029,2.075,-0.909,34,3.23,Name,0,1,0,400.4,1034.37,633.97,1634.97,OneHanded,Neutral,Neutral,imr,4,Circular,701,1,0,388,349,345,7,52,111,1,,C,70,3,0
money,money,6.033,1.066,0.98440265,30,0.00%,6.389,0.698,1.097075456,18,0.00%,0,,,3.233,1.921,0.177,30,4.514,Noun,0,0,0,400.4,800.8,400.4,1501.5,AsymmetricalDifferentHandshape,Hand,Palm,imrp,4,BackAndForth,742,27,4,178,216,91,455,52,354,30,,C,42,1,0
monkey,monkey,2.619,1.936,-0.776734757,21,0.00%,2.583,1.832,-0.753230371,12,0.00%,0,,,6.487,2.048,1.668,39,3.233,Noun,0,0,0,400.4,1134.47,734.07,1301.3,SymmetricalOrAlternating,Body,Other,imrp,5,None,716,14,0,332,100,74,455,108,180,89,,A,16,1,1
month,month,6.097,1.513,1.079910846,31,0.00%,6.5,0.707,1.310505704,18,0.00%,0,,,1.378,2.048,-0.86,37,3.686,Noun,0,0,0,934.27,1334.67,400.4,2469.14,AsymmetricalSameHandshape,Hand,FingerRadial,i,1,Straight,757,18,10,78,216,33,265,487,177,134,,A,73,1,0
moon,moon,4.323,1.447,0.179264068,31,0.00%,4.333,1.372,0.211497353,18,0.00%,0,,,2.833,2.048,-0.165,36,3.406,Noun,0,0,0,433.77,1234.57,800.8,1468.14,OneHanded,Head,Eye,i,5,Curved,665,11,0,388,300,61,265,108,125,11,,A,36,1,0
mop,mop,3.615,1.551,-0.144965601,26,3.70%,3.5,1.382,-0.173218354,12,7.69%,0,,,4.64,2.009,0.781,25,2.326,Noun,0,0,0,433.77,1434.77,1001,2802.8,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,BackAndForth,772,80,12,332,349,345,455,82,354,72,,A,90,2,0
more,more,6.458,0.779,1.089048206,24,0.00%,6.429,0.938,1.02609642,14,0.00%,0,,,1.767,1.948,-0.51,30,4.821,Minor,0,0,0,500.5,934.27,433.77,1601.6,SymmetricalOrAlternating,Neutral,Neutral,imrp,6,BackAndForth,786,67,2,332,349,345,455,74,354,20,,B,32,3,0
morning,morning,6.1,0.995,1.034273923,30,0.00%,6.222,0.878,0.981473146,18,0.00%,0,,,2.444,2.025,-0.166,27,4.35,Noun,0,0,0,467.13,800.8,333.67,1668.34,AsymmetricalSameHandshape,Neutral,Neutral,imrp,1,Straight,860,16,12,78,349,345,455,487,177,192,,C,12,2,0
mother,mother,6.6,0.707,1.232198931,25,0.00%,6.5,0.855,1.088894904,14,0.00%,0,,,1.2,2.045,-0.752,30,4.389,Noun,0,0,0,500.5,834.17,333.67,1501.5,OneHanded,Head,Chin,thumb,1,BackAndForth,831,42,4,388,300,63,54,487,354,44,,B,8,2,0
motorcycle,motorcycle,3.704,1.564,-0.227979775,27,0.00%,3.25,1.528,-0.49363272,16,0.00%,0,,,5.472,2.025,1.237,36,2.659,Noun,0,0,0,600.6,1534.87,934.27,2235.57,AsymmetricalSameHandshape,Neutral,Neutral,imrp,7,None,721,4,4,78,349,345,455,82,180,72,,D,11,1,0
mountain,mountain,4.226,1.875,0.097115718,31,0.00%,4.278,1.809,0.15751587,18,0.00%,0,,,2.526,2.048,-0.319,38,3.257,Noun,0,0,0,233.57,867.53,633.97,1334.67,SymmetricalOrAlternating,Neutral,Neutral,imrp,7,Straight,725,48,7,332,349,345,455,82,177,72,,A,55,1,0
mouse,mouse,3.36,1.934,-0.320853382,25,0.00%,3.4,1.639,-0.274284409,15,0.00%,1,100.00%,100.00%,2.952,2.153,-0.293,21,2.989,Noun,0,0,0,500.5,967.63,467.13,1267.94,OneHanded,Head,CheekNose,i,1,None,801,86,22,388,300,45,265,487,180,134,,A,9,3,0
mouth,mouth,3.233,1.888,-0.651383505,30,0.00%,3.556,1.854,-0.593101743,18,0.00%,0,,,6.37,2.025,1.839,27,3.726,Noun,0,0,0,400.4,1001,600.6,1668.34,OneHanded,Head,Mouth,i,1,Circular,802,48,6,388,300,40,265,487,111,134,,C,87,2,0
move,move,5,1.327,0.487294077,26,0.00%,5.25,1.342,0.578821664,16,0.00%,0,,,5.217,2.009,1.063,23,4.329,Verb,0,0,0,533.87,1234.57,700.7,2035.37,SymmetricalOrAlternating,Neutral,Neutral,imrp,6,Curved,721,23,0,332,349,345,455,74,125,20,,D,90,3,0
movie,movie,5.37,1.497,0.682947295,27,0.00%,5.5,1.506,0.718225355,16,0.00%,1,100.00%,100.00%,1.543,2.025,-0.716,35,3.797,Noun,0,0,0,700.7,1434.77,734.07,1901.9,AsymmetricalSameHandshape,Hand,Heel,imrp,1,None,839,31,5,78,216,5,455,487,180,192,,D,26,1,0
movies,movie,5.4,1.118,0.463410665,25,0.00%,5.786,0.699,0.649483467,14,0.00%,0,,,1.667,1.948,-0.589,30,3.371,Noun,0,0,0,667.33,1067.73,400.4,1701.7,AsymmetricalSameHandshape,Hand,FingerFront,imrp,1,None,839,31,5,78,216,12,455,487,180,192,,B,77,3,0
much,much,5.32,1.406,0.381064244,25,0.00%,5.571,1.453,0.520158627,14,0.00%,0,,,4.889,2.016,0.986,27,4.696,Minor,0,0,0,533.87,967.63,433.77,1568.24,SymmetricalOrAlternating,Neutral,Neutral,imrp,5,Curved,704,47,4,332,349,345,455,108,125,89,,B,61,1,0
museum,museum,2.517,1.43,-1.088395441,29,3.33%,2.765,1.751,-1.016316207,17,5.56%,1,65.52%,52.94%,2.065,1.821,-0.67,31,2.975,Noun,0,1,0,367.03,934.27,567.23,1701.7,SymmetricalOrAlternating,Neutral,Neutral,imrp,4,Curved,709,21,3,332,349,345,455,52,125,30,,C,24,1,0
music,music,4.133,1.717,0.065059628,30,3.23%,4.059,1.713,0.07219954,17,5.56%,0,,,1.657,2.048,-0.736,35,3.889,Noun,0,0,0,467.13,1334.67,867.53,1868.54,AsymmetricalSameHandshape,Arm,Other,imrp,1,BackAndForth,852,16,3,78,27,74,455,487,354,192,,A,80,1,0
mustache,mustache,2.261,1.544,-1.574171227,23,8.00%,2.167,1.697,-1.520739815,12,14.29%,0,,,6.846,2.016,2.031,26,2.403,Noun,0,0,0,734.07,1134.47,400.4,1935.27,SymmetricalOrAlternating,Head,UpperLip,i,4,BackAndForth,819,9,4,332,300,7,265,52,354,16,,B,21,1,0
my,my,6.31,1.072,1.120352912,29,3.33%,6.556,0.784,1.196891699,18,0.00%,0,,,6.133,1.921,1.689,30,5.538,Minor,0,0,0,467.13,667.33,200.2,1368.04,OneHanded,Body,TorsoMid,imrp,1,Straight,888,18,2,388,100,6,455,487,177,192,,C,60,1,0
myself,myself,5.154,1.713,0.553354937,26,0.00%,5.438,1.825,0.631789424,16,0.00%,0,,,6.5,2.009,1.744,24,4.242,Minor,0,0,0,667.33,1267.94,600.6,1768.44,OneHanded,Body,TorsoTop,thumb,3,BackAndForth,706,7,2,388,100,18,54,88,354,5,,D,24,3,0
name,name,5.926,1.072,0.975209551,27,0.00%,6.063,1.063,1.022610356,16,0.00%,0,,,1.257,2.025,-0.83,35,4.515,Noun,0,1,0,500.5,1401.4,900.9,1868.54,AsymmetricalSameHandshape,Hand,FingerRadial,im,1,BackAndForth,784,27,11,78,216,33,129,487,354,66,,D,21,1,0
napkin,napkin,4.13,1.604,0.056408226,23,8.00%,4.643,1.008,0.352714926,14,6.67%,1,95.65%,92.86%,4.857,2.153,0.597,21,2.267,Noun,0,0,0,266.93,934.27,667.33,1401.4,OneHanded,Head,Mouth,imrp,1,Circular,896,50,4,388,300,40,455,487,111,192,,A,19,3,0
necklace,necklace,3.074,1.385,-0.425825129,27,0.00%,3.077,1.32,-0.418898543,13,0.00%,0,,,5.6,2.074,1.206,30,2.697,Noun,0,0,0,467.13,1301.3,834.17,2035.37,SymmetricalOrAlternating,Body,TorsoTop,i,1,Curved,819,14,3,332,100,18,265,487,125,134,,A,72,2,0
need,need,5.4,1.567,0.610844858,30,0.00%,5.556,1.542,0.600490367,18,0.00%,0,,,2,2.025,-0.385,27,4.82,Verb,0,0,0,567.23,1101.1,533.87,2168.84,OneHanded,Neutral,Neutral,i,2,BackAndForth,841,26,8,388,349,345,265,76,354,39,,C,34,2,0
nephew,nephew,2.621,1.72,-0.753485733,29,6.45%,2,1.317,-1.042838856,16,11.11%,1,93.10%,87.50%,1.108,2.048,-0.986,37,2.928,Noun,0,1,0,333.67,800.8,467.13,1368.04,OneHanded,Head,Other,im,4,None,600,14,1,388,300,74,129,52,180,5,,A,5,1,0
neutral,neutral,4.167,1.551,0.126489213,24,4.00%,4.133,1.302,0.109615142,15,0.00%,1,91.67%,93.33%,2.571,2.153,-0.461,21,2.335,Adjective,0,1,0,266.93,1001,734.07,1368.04,OneHanded,Neutral,Neutral,im,4,BackAndForth,815,4,0,388,349,345,129,52,354,5,,A,21,3,0
never,never,4.8,1.375,0.248053613,30,0.00%,5,1.414,0.229455216,18,0.00%,0,,,2,2.025,-0.375,27,4.842,Adverb,0,0,0,900.9,1434.77,533.87,1735.07,OneHanded,Neutral,Neutral,imrp,1,BackAndForth,943,70,32,388,349,345,455,487,354,192,,C,79,2,0
new,new,5.6,1.19,0.548372572,25,0.00%,5.786,1.251,0.675709368,14,0.00%,0,,,1.167,2.045,-0.764,30,4.567,Adjective,0,0,0,400.4,834.17,433.77,1368.04,AsymmetricalSameHandshape,Hand,Palm,imrp,5,Curved,645,8,2,78,216,91,455,108,125,89,,B,70,2,0
new_york,new_york,3.68,1.547,-0.647857353,25,0.00%,3.857,1.292,-0.49695094,14,0.00%,0,,,1,2.016,-0.911,27,NA,Noun,0,0,0,467.13,934.27,467.13,1768.44,AsymmetricalDifferentHandshape,Hand,Palm,p,1,BackAndForth,752,26,3,178,216,91,41,487,354,38,,B,34,1,0
newspaper,newspaper,4.037,1.652,-0.055844762,27,0.00%,3.882,1.495,-0.199605457,17,0.00%,1,96.30%,94.12%,1.633,2.166,-0.608,30,3.082,Noun,0,0,0,500.5,1334.67,834.17,1868.54,AsymmetricalDifferentHandshape,Hand,Palm,i,3,BackAndForth,667,20,1,178,216,91,265,88,354,17,,D,53,2,0
night,night,6.032,1.516,1.067674645,31,0.00%,6.111,1.568,1.124447047,18,0.00%,0,,,1.919,2.048,-0.592,37,4.645,Noun,0,0,0,367.03,1368.04,1001,1401.4,AsymmetricalSameHandshape,Hand,PalmBack,imrp,3,BackAndForth,750,19,2,78,216,24,455,88,354,34,,A,3,1,0
no,no,6.433,1.073,1.26861873,30,0.00%,6.667,0.84,1.280286872,18,0.00%,0,,,1.314,2.075,-0.771,35,5.484,Minor,0,0,0,433.77,867.53,433.77,1634.97,OneHanded,Neutral,Neutral,im,3,None,756,7,0,388,349,345,129,88,180,8,,C,41,3,0
north,north,4.8,1.4,0.267361621,30,0.00%,5.056,1.589,0.309361968,18,0.00%,0,,,1.267,1.921,-0.806,30,3.513,Noun,0,1,0,834.17,1167.84,333.67,2669.34,OneHanded,Neutral,Neutral,im,4,Straight,757,5,0,388,349,345,129,52,177,5,,C,80,1,0
not_care,not_care,5.423,1.332,0.74015427,26,0.00%,5.5,1.317,0.7275527,16,0.00%,0,,,4.4,2.009,0.656,25,4.918,Minor,0,0,0,600.6,1334.67,734.07,2068.74,OneHanded,Head,CheekNose,imrp,4,Curved,772,17,2,388,300,45,455,52,125,30,,D,44,3,0
not_yet,not_yet,5.519,1.122,0.755901699,27,0.00%,5.813,0.911,0.923124202,16,0.00%,0,,,1.857,2.025,-0.539,35,4.842,Adverb,0,0,0,433.77,1368.04,934.27,2035.37,OneHanded,Neutral,Neutral,imrp,1,None,923,44,12,388,349,345,455,487,180,192,,D,44,1,0
nothing,nothing,6.32,0.945,1.007440746,25,0.00%,6.5,0.855,1.073146617,14,0.00%,0,,,3.037,2.016,0.086,27,4.639,Noun,0,0,0,600.6,1034.37,433.77,2202.2,SymmetricalOrAlternating,Neutral,Neutral,imrp,6,BackAndForth,786,67,2,332,349,345,455,74,354,20,,B,79,1,0
now,now,5.8,1.349,0.833059238,30,0.00%,6.333,1.029,1.032941459,18,0.00%,0,,,1.722,2.075,-0.607,36,5.213,Adverb,0,0,0,500.5,934.27,433.77,2002,SymmetricalOrAlternating,Neutral,Neutral,p,1,Straight,773,28,3,332,349,345,41,487,177,38,,C,62,3,0
numbers,numbers,5.7,1.119,0.790764343,30,0.00%,5.778,1.114,0.729801344,18,0.00%,0,,,1.111,2.025,-0.803,27,3.306,Noun,0,0,0,433.77,934.27,500.5,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,4,None,746,22,0,332,349,345,455,52,180,30,,C,51,2,0
nurse,nurse,4,1.554,-0.199400866,30,0.00%,4.278,1.565,-0.159394673,18,0.00%,0,,,2.257,2.075,-0.341,35,3.361,Noun,0,1,0,400.4,867.53,467.13,1668.34,AsymmetricalDifferentHandshape,Hand,Heel,im,1,BackAndForth,781,40,11,178,216,1,129,487,354,66,,C,65,3,0
nut,nut,4.259,1.509,0.06646221,27,0.00%,4.176,1.59,-0.028599419,17,0.00%,0,,,1.667,2.166,-0.572,30,2.902,Noun,0,0,0,667.33,1401.4,734.07,2035.37,OneHanded,Head,Mouth,thumb,1,BackAndForth,831,42,4,388,300,40,54,487,354,44,,D,73,2,0
off_the_point,off_the_point,4.889,1.649,0.412394301,27,0.00%,4.75,1.693,0.320524474,16,0.00%,1,77.78%,68.75%,3.25,2.025,0.131,36,4.43,Adverb,0,0,0,500.5,1468.14,967.63,1968.64,AsymmetricalDifferentHandshape,Hand,FingerRadial,i,1,Straight,756,36,10,178,216,33,265,487,177,134,,D,25,1,0
offend,offend,4.692,1.436,0.329449252,26,0.00%,4.5,1.414,0.149767635,16,0.00%,0,,,2.68,2.009,-0.176,25,2.427,Verb,0,0,0,467.13,934.27,467.13,1868.54,OneHanded,Neutral,Neutral,i,1,Curved,881,30,4,388,349,345,265,487,125,134,,D,39,3,0
office,office,5.333,1.583,0.698162174,30,0.00%,5.294,1.724,0.697618473,17,0.00%,0,,,1.676,2.048,-0.712,37,4.017,Noun,0,1,0,400.4,1301.3,900.9,1768.44,SymmetricalOrAlternating,Neutral,Neutral,imrp,6,Other,704,15,1,332,349,345,455,74,46,20,,A,63,1,0
old,old,5.038,1.148,0.473950622,26,0.00%,5.125,1.258,0.506103695,16,0.00%,0,,,2.371,2.025,-0.303,35,4.492,Adjective,0,0,0,533.87,1434.77,900.9,2068.74,OneHanded,Head,Chin,imrp,6,Straight,817,19,1,388,300,63,455,74,177,20,,D,7,1,0
onion,onion,5.28,1.595,0.680030653,25,0.00%,5.333,1.175,0.737412926,15,0.00%,1,100.00%,100.00%,4.286,2.153,0.336,21,2.337,Noun,0,0,0,1034.37,1067.73,33.37,1201.2,OneHanded,Head,Eye,i,2,None,645,33,2,388,300,61,265,76,180,39,,A,38,3,0
oops,oops,3.769,1.531,-0.204573803,26,0.00%,3.813,1.601,-0.187538868,16,0.00%,0,,,5.565,2.009,1.293,23,2.746,Minor,0,0,0,266.93,1034.37,767.43,1468.14,OneHanded,Head,Mouth,imrp,1,None,889,82,10,388,300,40,455,487,180,192,,D,56,3,0
oral,oral,4.3,1.664,-0.044402197,30,0.00%,4.444,1.653,-0.068768766,18,0.00%,0,,,4.429,2.075,0.665,35,2.34,Adjective,0,0,0,433.77,1134.47,700.7,1768.44,OneHanded,Head,Mouth,im,2,Circular,615,7,0,388,300,40,129,76,111,19,,C,24,3,0
orange,orange,4.962,1.612,0.605243042,26,3.70%,4.333,1.557,0.260311142,12,7.69%,0,,,1.6,2.074,-0.676,30,3.057,Noun,0,1,0,333.67,867.53,533.87,1101.1,OneHanded,Head,Chin,imrp,5,None,783,33,7,388,300,63,455,108,180,89,,A,20,2,0
order_1,order_1,4.6,1.221,0.152811324,30,0.00%,4.778,1.215,0.165067928,18,0.00%,0,,,4.444,2.025,0.825,27,3.902,Noun,0,0,0,533.87,1201.2,667.33,2068.74,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,C,64,2,0
order_2,order_2,4.467,1.332,0.032969372,30,0.00%,4.778,1.437,0.114540788,18,0.00%,1,83.33%,83.33%,1.75,2.075,-0.592,36,3.902,Noun,0,0,0,467.13,834.17,367.03,1968.64,OneHanded,Head,Chin,i,1,Other,785,47,2,388,300,63,265,487,46,134,,C,36,3,0
other,other,5.5,1.216,0.521947133,24,0.00%,5.462,0.967,0.466693845,13,0.00%,0,,,2.367,2.045,-0.198,30,4.574,Adjective,0,0,0,400.4,767.43,367.03,1368.04,OneHanded,Neutral,Neutral,thumb,1,Curved,844,16,0,388,349,345,54,487,125,44,,B,43,2,0
owe,owe,4.6,1.303,0.130242744,30,0.00%,4.556,1.294,0.022170058,18,0.00%,1,70.00%,72.22%,3.7,1.821,0.129,30,3.578,Verb,0,0,0,333.67,900.9,567.23,1868.54,AsymmetricalDifferentHandshape,Hand,Palm,i,1,BackAndForth,797,53,6,178,216,91,265,487,354,134,,C,89,1,0
owl,owl,2.731,1.614,-0.805596269,26,0.00%,2.5,1.751,-0.934371476,16,0.00%,0,,,4.167,2.025,0.581,36,2.458,Noun,0,1,0,633.97,1267.94,633.97,1868.54,SymmetricalOrAlternating,Head,Eye,imrp,6,BackAndForth,851,15,2,332,300,61,455,74,354,20,,D,87,1,0
own,own,4.64,1.497,0.280003399,25,0.00%,4.867,1.356,0.350758551,15,0.00%,0,,,3.917,2.009,0.427,24,4.37,Verb,0,0,0,600.6,1468.14,867.53,1901.9,SymmetricalOrAlternating,Body,Clavicle,imrp,1,Curved,842,29,4,332,100,41,455,487,125,192,,D,46,3,0
pain,pain,4.5,1.48,0.086674725,30,0.00%,4.667,1.495,0.070063965,18,0.00%,0,,,1.429,2.075,-0.728,35,3.7,Noun,0,0,0,467.13,767.43,300.3,1668.34,SymmetricalOrAlternating,Neutral,Neutral,i,4,None,704,6,0,332,349,345,265,52,180,16,,C,33,3,0
paint,paint,4.074,1.466,-0.038388292,27,0.00%,4.375,1.668,0.123454234,16,0.00%,0,,,5.189,2.025,1.068,37,3.274,Verb,0,0,0,500.5,1601.6,1101.1,2268.94,AsymmetricalSameHandshape,Hand,Palm,imrp,1,BackAndForth,883,49,18,78,216,91,455,487,354,192,,D,48,1,0
paintbrush,paintbrush,2.963,1.581,-0.48211867,27,0.00%,2.308,1.182,-0.800502715,13,0.00%,0,,,4.1,2.074,0.465,30,1.447,Noun,0,0,0,333.67,1368.04,1034.37,1434.77,AsymmetricalDifferentHandshape,Hand,Palm,im,1,BackAndForth,781,40,11,178,216,91,129,487,354,66,,A,79,2,0
pants,pants,3.677,1.99,-0.185311023,31,0.00%,3.778,2.365,-0.120397072,18,0.00%,1,96.77%,94.44%,4.421,2.048,0.599,38,3.477,Noun,0,0,0,266.93,1234.57,967.63,1501.5,SymmetricalOrAlternating,Body,Hips,imrp,1,Other,838,18,0,332,100,6,455,487,46,192,,A,58,1,0
paper,paper,6.484,0.962,1.297284583,31,0.00%,6.444,0.856,1.289591103,18,0.00%,0,,,3.051,2.048,-0.053,39,3.722,Noun,0,0,0,233.57,900.9,667.33,1134.47,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Circular,829,35,5,78,216,91,455,487,111,192,,A,26,1,0
papercutter,papercutter,2.56,1.685,-0.796812613,25,0.00%,2.667,1.915,-0.698563017,15,0.00%,0,,,4.857,2.153,0.571,21,NA,Noun,1,0,0,300.3,2002,1701.7,3136.47,AsymmetricalSameHandshape,Hand,Palm,imrp,1,Circular,829,35,5,78,216,91,455,487,111,192,,A,82,3,0
parachute,parachute,1.548,1.121,-1.27903727,31,0.00%,1.667,1.283,-1.148020113,18,0.00%,0,,,5.829,2.048,1.302,35,2.212,Verb,0,0,0,500.5,1735.07,1234.57,1935.27,Other,Hand,Other,imrp,7,Straight,662,1,1,17,216,74,455,82,177,72,,A,21,1,0
parade,parade,2.68,1.909,-1.167809821,25,0.00%,2.429,1.785,-1.289110014,14,0.00%,0,,,1.7,2.045,-0.512,30,2.818,Noun,0,0,0,567.23,1201.2,633.97,1668.34,SymmetricalOrAlternating,Neutral,Neutral,imrp,3,BackAndForth,791,66,3,332,349,345,455,88,354,34,,B,39,2,0
parents,parents,6.56,0.712,1.195107031,25,0.00%,6.429,0.852,1.04265812,14,0.00%,0,,,1.333,1.948,-0.733,30,3.856,Noun,1,0,0,533.87,900.9,367.03,1735.07,OneHanded,Head,Chin,imrp,1,Curved,890,60,3,388,300,63,455,487,125,192,,B,44,3,0
past,past,4.276,1.601,-0.061045229,29,3.33%,3.882,1.409,-0.364771328,17,5.56%,0,,,3.567,1.921,0.369,30,3.8,Minor,0,0,0,400.4,633.97,233.57,1568.24,OneHanded,Body,Shoulder,imrp,1,Curved,882,23,4,388,100,8,455,487,125,192,,C,49,1,0
patient_1,patient_1,3.625,1.439,-0.641218378,24,0.00%,3.692,1.494,-0.566362893,13,0.00%,0,,,1.185,2.016,-0.813,27,3.512,Noun,0,1,0,533.87,1134.47,600.6,1901.9,OneHanded,Arm,UpperArm,im,Stacked,Other,493,1,0,388,27,4,129,13,46,13,,B,60,1,0
patient_2,patient_2,5.56,0.87,0.542194945,25,0.00%,5.571,0.938,0.533027028,14,0.00%,0,,,1.423,2.016,-0.703,26,3.512,Adjective,0,0,0,567.23,934.27,367.03,1568.24,OneHanded,Head,Mouth,thumb,1,Straight,771,35,5,388,300,40,54,487,177,44,,B,85,1,0
patient_3,patient_2,4.889,1.311,0.413031964,27,0.00%,4.882,1.453,0.36431248,17,0.00%,1,40.74%,41.18%,1.733,2.166,-0.548,30,2.55,Adjective,0,0,0,400.4,1534.87,1134.47,2035.37,OneHanded,Head,UpperLip,thumb,1,Straight,771,35,5,388,300,7,54,487,177,44,,D,56,2,0
peace,peace,3.6,1.258,-0.629401966,25,0.00%,3.5,1.16,-0.680180339,14,0.00%,0,,,2.481,2.016,-0.197,27,3.55,Noun,0,0,0,400.4,934.27,533.87,1735.07,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,Other,859,61,4,332,349,345,455,487,125,192,,B,89,1,0
peach,peach,3.581,1.747,-0.217508582,31,0.00%,3.389,1.29,-0.293938575,18,0.00%,0,,,2.189,2.048,-0.465,37,2.512,Noun,0,0,0,400.4,934.27,533.87,1468.14,OneHanded,Head,CheekNose,imrp,3,None,799,25,1,388,300,45,455,88,180,34,,A,70,1,0
peg,peg,1.192,0.634,-1.677952179,26,0.00%,1.118,0.332,-1.705280895,17,0.00%,0,,,3.3,2.166,0.167,30,3.269,Verb,0,0,0,667.33,1768.44,1101.1,2702.7,Other,Hand,FingerBack,i,4,Other,473,0,0,17,216,21,265,52,46,16,,D,6,2,0
pencil,pencil,4.296,1.54,0.235038153,27,0.00%,4.154,1.625,0.160382983,13,0.00%,0,,,3.967,2.074,0.384,30,2.702,Noun,1,0,0,400.4,934.27,533.87,1134.47,OneHanded,Head,Mouth,i,6,Other,607,10,0,388,300,40,265,74,46,42,,A,53,2,0
penny,penny,2.808,1.47,-0.718735691,26,0.00%,2.563,1.209,-0.900519475,16,0.00%,1,65.38%,68.75%,1.162,2.025,-0.884,37,3.093,Noun,0,0,0,667.33,934.27,266.93,1768.44,OneHanded,Head,Eye,i,3,Straight,679,18,0,388,300,61,265,88,177,17,,D,49,1,0
people,people,6,1.313,0.923292689,30,0.00%,6,1.455,0.821738664,18,0.00%,0,,,2.1,1.921,-0.409,30,4.75,Noun,0,1,0,300.3,1234.57,934.27,2002,SymmetricalOrAlternating,Neutral,Neutral,im,Stacked,Circular,593,4,1,332,349,345,129,13,111,13,,C,9,1,0
pepper,pepper,3,1.607,-0.433898783,25,7.41%,2.636,1.027,-0.554003988,11,15.38%,0,,,3.167,2.074,0.02,30,2.653,Noun,0,0,0,734.07,1501.5,767.43,3470.14,OneHanded,Neutral,Neutral,i,6,BackAndForth,840,26,7,388,349,345,265,74,354,42,,A,85,2,0
pepsi,pepsi,2.5,1.821,-1.129684729,20,33.33%,2.667,1.969,-1.091046338,12,33.33%,0,,,1.433,1.921,-0.713,30,1.978,Name,0,0,0,1034.37,1868.54,834.17,2535.87,OneHanded,Head,Forehead,p,1,BackAndForth,830,38,6,388,300,26,41,487,354,38,,C,21,1,0
percent,percent,3.483,1.595,-0.513398098,29,3.33%,3.882,1.576,-0.398879063,17,5.56%,0,,,2.407,2.025,-0.181,27,3.119,Noun,0,0,0,1101.1,1735.07,633.97,3203.2,OneHanded,Neutral,Neutral,imrp,6,Other,818,4,1,388,349,345,455,74,46,20,,C,82,2,0
perfect,perfect,3.654,1.355,-0.243182796,26,0.00%,3.813,1.424,-0.196893326,16,0.00%,1,80.77%,75.00%,2.1,1.821,-0.692,30,3.908,Adjective,0,0,0,567.23,1401.4,834.17,2068.74,SymmetricalOrAlternating,Neutral,Neutral,i,6,Other,655,8,0,332,349,345,265,74,46,42,,D,8,1,0
perfume,perfume,2.556,1.311,-0.726605313,27,0.00%,2.231,1.301,-0.882094327,13,0.00%,0,,,2.533,2.074,-0.287,30,2.766,Noun,0,0,0,767.43,1468.14,700.7,1868.54,OneHanded,Body,Neck,p,1,Curved,747,6,0,388,100,11,41,487,125,38,,A,73,2,0
person,person,4.84,1.65,0.090424456,25,0.00%,4.857,1.46,0.106942096,14,0.00%,0,,,1.37,2.016,-0.726,27,4.036,Noun,0,1,0,467.13,800.8,333.67,1434.77,SymmetricalOrAlternating,Neutral,Neutral,im,Stacked,Straight,628,7,0,332,349,345,129,13,177,13,,B,66,1,0
piano,piano,2.16,1.772,-0.949444511,25,0.00%,1.867,1.457,-1.063339932,15,0.00%,0,,,6.381,2.153,1.302,21,3.104,Noun,0,0,0,200.2,1668.34,1468.14,1901.9,SymmetricalOrAlternating,Neutral,Neutral,imrp,1,BackAndForth,908,118,32,332,349,345,455,487,354,192,,A,29,3,0
picture,picture,6.259,1.023,1.302219086,27,0.00%,6.385,0.768,1.342469995,13,0.00%,0,,,2.167,2.074,-0.427,30,3.849,Noun,0,0,0,400.4,967.63,567.23,1134.47,AsymmetricalDifferentHandshape,Head,Eye,imrp,5,Curved,791,7,6,178,300,61,455,108,125,89,,A,42,2,0
